codePostaux;codeCommune;nomCommune;libelleAcheminement;Id
52120;52031;Autreville-sur-la-Renne;AUTREVILLE-SUR-LA-RENNE;15658
52330;52031;Autreville-sur-la-Renne;AUTREVILLE-SUR-LA-RENNE;15659
52140;52033;Avrecourt;AVRECOURT;15660
52130;52034;Bailly-aux-Forges;BAILLY AUX FORGES;15661
52250;52035;Baissey;BAISSEY;15662
52360;52037;Bannes;BANNES;15663
52240;52038;Bassoncourt;BASSONCOURT;15664
52110;52039;Baudrecourt;BAUDRECOURT;15665
52160;52040;Bay-sur-Aube;BAY-SUR-AUBE;15666
52260;52042;Beauchemin;BEAUCHEMIN;15667
52500;52043;Belmont;BELMONT;15668
52270;52044;Roches-Bettaincourt;ROCHES-BETTAINCOURT;15669
52100;52045;Bettancourt-la-Ferrée;BETTANCOURT LA FERREE;15670
52110;52047;Beurville;BEURVILLE;15671
52340;52050;Biesles;BIESLES;15672
52500;52051;Bize;BIZE;15673
52330;52053;Blaisy;BLAISY;15674
52300;52055;Blécourt;BLECOURT;15675
52120;52056;Blessonville;BLESSONVILLE;15676
52110;52057;Blumeray;BLUMERAY;15677
52310;52058;Bologne;BOLOGNE;15678
52360;52059;Bonnecourt;BONNECOURT;15679
52400;52060;Bourbonne-les-Bains;BOURBONNE-LES-BAINS;15680
52700;52061;Bourdons-sur-Rognon;BOURDONS-SUR-ROGNON;15681
52200;52062;Bourg;BOURG;15682
52150;52063;Bourg-Sainte-Marie;BOURG-SAINTE-MARIE;15683
52150;52064;Bourmont-entre-Meuse-et-Mouzon;BOURMONT ENTRE MEUSE ET MOUZON;15684
52110;52065;Bouzancourt;BOUZANCOURT;15685
52110;52066;Brachay;BRACHAY;15686
52150;52067;Brainville-sur-Meuse;BRAINVILLE-SUR-MEUSE;15687
52120;52069;Braux-le-Châtel;BRAUX-LE-CHATEL;15688
52200;52070;Brennes;BRENNES;15689
52000;52072;Brethenay;BRETHENAY;15690
52240;52074;Breuvannes-en-Bassigny;BREUVANNES-EN-BASSIGNY;15691
52700;52075;Briaucourt;BRIAUCOURT;15692
52120;52076;Bricon;BRICON;15693
52130;52079;Brousseval;BROUSSEVAL;15694
52210;52082;Bugnières;BUGNIERES;15695
52500;52083;Champsevraine;CHAMPSEVRAINE;15696
52700;52084;Busson;BUSSON;15697
52240;52085;Buxières-lès-Clefmont;BUXIERES-LES-CLEFMONT;15698
52000;52087;Buxières-lès-Villiers;BUXIERES-LES-VILLIERS;15699
52220;52088;Ceffonds;CEFFONDS;15700
52360;52089;Celles-en-Bassigny;CELLES-EN-BASSIGNY;15701
52600;52090;Celsoy;CELSOY;15702
52320;52091;Cerisières;CERISIERES;15703
52160;52092;Chalancey;CHALANCEY;15704
52600;52093;Chalindrey;CHALINDREY;15705
52160;52094;Vals-des-Tilles;VALS DES TILLES;15706
52700;52095;Chalvraines;CHALVRAINES;15707
52700;52097;Chambroncourt;CHAMBRONCOURT;15708
52410;52099;Chamouilley;CHAMOUILLEY;15709
52150;52101;Champigneulles-en-Bassigny;CHAMPIGNEULLES-EN-BASSIGNY;15710
52200;52102;Champigny-lès-Langres;CHAMPIGNY-LES-LANGRES;15711
52400;52103;Champigny-sous-Varennes;CHAMPIGNY SOUS VARENNES;15712
52100;52104;Chancenay;CHANCENAY;15713
52360;52105;Changey;CHANGEY;15714
52260;52106;Chanoy;CHANOY;15715
52700;52107;Chantraines;CHANTRAINES;15716
52360;52108;Charmes;CHARMES;15717
52110;52109;Charmes-en-l'Angle;CHARMES-EN-L ANGLE;15718
52110;52110;Charmes-la-Grande;CHARMES-LA-GRANDE;15719
52190;52113;Chassigny;CHASSIGNY;15720
52120;52114;Châteauvillain;CHATEAUVILLAIN;15721
52200;52115;Chatenay-Mâcheron;CHATENAY-MACHERON;15722
52360;52116;Chatenay-Vaudin;CHATENAY VAUDIN;15723
52300;52118;Chatonrupt-Sommermont;CHATONRUPT-SOMMERMONT;15724
52600;52119;Chaudenay;CHAUDENAY;15725
52140;52120;Chauffourt;CHAUFFOURT;15726
52000;52121;Chaumont;CHAUMONT;15727
52150;52122;Chaumont-la-Ville;CHAUMONT-LA-VILLE;15728
52170;52123;Chevillon;CHEVILLON;15729
52400;52124;Chézeaux;CHEZEAUX;15730
52000;52125;Chamarandes-Choignes;CHAMARANDES-CHOIGNES;15731
52190;52126;Choilley-Dardenay;CHOILLEY-DARDENAY;15732
52240;52127;Choiseul;CHOISEUL;15733
52700;52128;Cirey-lès-Mareilles;CIREY-LES-MAREILLES;15734
52110;52129;Cirey-sur-Blaise;CIREY-SUR-BLAISE;15735
52370;52130;Cirfontaines-en-Azois;CIRFONTAINES-EN-AZOIS;15736
52230;52131;Cirfontaines-en-Ornois;CIRFONTAINES-EN-ORNOIS;15737
52240;52132;Clefmont;CLEFMONT;15738
52700;52133;Clinchamp;CLINCHAMP;15739
52600;52134;Cohons;COHONS;15740
52400;52135;Coiffy-le-Bas;COIFFY-LE-BAS;15741
52400;52136;Coiffy-le-Haut;COIFFY-LE-HAUT;15742
52160;52137;Colmier-le-Bas;COLMIER-LE-BAS;15743
52160;52138;Colmier-le-Haut;COLMIER-LE-HAUT;15744
52330;52140;Colombey les Deux Églises;COLOMBEY LES DEUX EGLISES;15745
52000;52141;Condes;CONDES;15746
52700;52142;Consigny;CONSIGNY;15747
52500;52145;Coublanc;COUBLANC;15748
52210;52146;Coupray;COUPRAY;15749
52200;52147;Courcelles-en-Montagne;COURCELLES-EN-MONTAGNE;15750
52110;52149;Courcelles-sur-Blaise;COURCELLES-SUR-BLAISE;15751
52210;52151;Cour-l'Évêque;COUR-L EVEQUE;15752
52600;52155;Culmont;CULMONT;15753
52300;52156;Curel;CUREL;15754
52330;52157;Curmont;CURMONT;15755
52190;52158;Cusey;CUSEY;15756
52240;52159;Cuves;CUVES;15757
52110;52160;Daillancourt;DAILLANCOURT;15758
52240;52161;Daillecourt;DAILLECOURT;15759
52140;52162;Dammartin-sur-Meuse;DAMMARTIN-SUR-MEUSE;15760
52360;52163;Dampierre;DAMPIERRE;15761
52400;52164;Damrémont;DAMREMONT;15762
52210;52165;Dancevoir;DANCEVOIR;15763
52700;52167;Darmannes;DARMANNES;15764
52120;52168;Dinteville;DINTEVILLE;15765
52130;52169;Domblain;DOMBLAIN;15766
52190;52170;Dommarien;DOMMARIEN;15767
52110;52171;Dommartin-le-Franc;DOMMARTIN-LE-FRANC;15768
52110;52172;Dommartin-le-Saint-Père;DOMMARTIN-LE-SAINT-PERE;15769
52270;52173;Domremy-Landéville;DOMREMY-LANDEVILLE;15770
52150;52174;Doncourt-sur-Meuse;DONCOURT-SUR-MEUSE;15771
52300;52175;Donjeux;DONJEUX;15772
52270;52177;Doulaincourt-Saucourt;DOULAINCOURT-SAUCOURT;15773
52110;52178;Doulevant-le-Château;DOULEVANT LE CHATEAU;15774
52130;52179;Doulevant-le-Petit;DOULEVANT-LE-PETIT;15775
52230;52181;Échenay;ECHENAY;15776
52290;52182;Éclaron-Braucourt-Sainte-Livière;ECLARON BRAUCOURT STE LIV;15777
52700;52183;Ecot-la-Combe;ECOT-LA-COMBE;15778
52300;52184;Effincourt;EFFINCOURT;15779
52400;52185;Enfonvelle;ENFONVELLE;15780
52230;52187;Épizon;EPIZON;15781
52270;52187;Épizon;EPIZON;15782
52190;52189;Le Val-d'Esnoms;LE VAL D ESNOMS;15783
52340;52190;Esnouveaux;ESNOUVEAUX;15784
52000;52193;Euffigneix;EUFFIGNEIX;15785
52410;52194;Eurville-Bienville;EURVILLE-BIENVILLE;15786
52500;52195;Farincourt;FARINCOURT;15787
52260;52196;Faverolles;FAVEROLLES;15788
52500;52197;Fayl-Billot;FAYL-BILLOT;15789
52130;52198;Fays;FAYS;15790
52300;52199;Ferrière-et-Lafolie;FERRIERE ET LAFOLIE;15791
52250;52200;Flagey;FLAGEY;15792
52110;52201;Flammerécourt;FLAMMERECOURT;15793
52170;52203;Fontaines-sur-Marne;FONTAINES-SUR-MARNE;15794
52700;52204;Forcey;FORCEY;15795
52000;52205;Foulain;CRENAY;15796
52800;52205;Foulain;FOULAIN;15797
52220;52206;Frampas;FRAMPAS;15798
52360;52207;Frécourt;FRECOURT;15799
52400;52208;Fresnes-sur-Apance;FRESNES-SUR-APANCE;15800
52320;52211;Froncles;FRONCLES;15801
52300;52212;Fronville;FRONVILLE;15802
52500;52213;Genevrières;GENEVRIERES;15803
52320;52214;La Genevroye;GENEVROYE LA;15804
52160;52216;Germaines;GERMAINES;15805
52150;52217;Germainvilliers;GERMAINVILLIERS;15806
52230;52218;Germay;GERMAY;15807
52230;52219;Germisay;GERMISAY;15808
52210;52220;Giey-sur-Aujon;GIEY-SUR-AUJON;15809
52330;52221;Gillancourt;GILLANCOURT;15810
52230;52222;Gillaumé;GILLAUME;15811
52500;52223;Gilley;GILLEY;15812
52150;52227;Graffigny-Chemin;GRAFFIGNY-CHEMIN;15813
52600;52228;Grandchamp;GRANDCHAMP;15814
52500;52229;Grenant;GRENANT;15815
52320;52230;Gudmont-Villiers;GUDMONT-VILLIERS;15816
52300;52231;Guindrecourt-aux-Ormes;GUINDRECOURT-AUX-ORMES;15817
52330;52232;Guindrecourt-sur-Blaise;GUINDRECOURT-SUR-BLAISE;15818
52400;52233;Guyonvelle;GUYONVELLE;15819
52150;52234;Hâcourt;HACOURT;15820
52100;52235;Hallignicourt;HALLIGNICOURT;15821
52150;52237;Harréville-les-Chanteurs;HARREVILLE-LES-CHANTEURS;15822
52600;52240;Heuilley-le-Grand;HEUILLEY-LE-GRAND;15823
52600;52242;Haute-Amance;HAUTE-AMANCE;15824
52150;52243;Huilliécourt;HUILLIECOURT;15825
52290;52244;Humbécourt;HUMBECOURT;15826
52700;52245;Humberville;HUMBERVILLE;15827
52200;52246;Humes-Jorquenay;HUMES-JORQUENAY;15828
52150;52247;Illoud;ILLOUD;15829
52140;52248;Is-en-Bassigny;IS-EN-BASSIGNY;15830
52190;52249;Isômes;ISOMES;15831
52300;52250;Joinville;JOINVILLE;15832
52000;52251;Jonchery;JONCHERY;15833
52330;52253;Juzennecourt;JUZENNECOURT;15834
52330;52254;Lachapelle-en-Blaisy;LACHAPELLE-EN-BLAISY;15835
52700;52256;Lafauche;LAFAUCHE;15836
52500;52257;Laferté-sur-Amance;LAFERTE SUR AMANCE;15837
52120;52258;Laferté-sur-Aube;LAFERTE-SUR-AUBE;15838
52310;52260;Lamancine;LAMANCINE;15839
52400;52264;Laneuvelle;LANEUVELLE;15840
52170;52265;Bayard-sur-Marne;BAYARD-SUR-MARNE;15841
52220;52266;Laneuville-à-Rémy;LANEUVILLE-A-REMY;15842
52100;52267;Laneuville-au-Pont;LANEUVILLE-AU-PONT;15843
52200;52269;Langres;LANGRES;15844
52800;52271;Lanques-sur-Rognon;LANQUES-SUR-ROGNON;15845
52120;52272;Lanty-sur-Aube;LANTY-SUR-AUBE;15846
52400;52273;Larivière-Arnoncourt;LARIVIERE-ARNONCOURT;15847
52120;52274;Latrecey-Ormoy-sur-Aube;LATRECEY-ORMOY-SUR-AUBE;15848
52140;52275;Lavernoy;LAVERNOY;15849
52000;52276;Laville-aux-Bois;LAVILLE-AUX-BOIS;15850
52140;52277;Lavilleneuve;LAVILLENEUVE;15851
52330;52278;Lavilleneuve-au-Roi;LAVILLENEUVE-AU-ROI;15852
52360;52280;Lecey;LECEY;15853
52210;52282;Leffonds;LEFFONDS;15854
52110;52284;Leschères-sur-le-Blaiseron;LESCHERES SUR LE BLAISERON;15855
52190;52285;Leuchey;LEUCHEY;15856
52700;52286;Leurville;LEURVILLE;15857
52150;52287;Levécourt;LEVECOURT;15858
52230;52288;Lezéville;LEZEVILLE;15859
52700;52289;Liffol-le-Petit;LIFFOL-LE-PETIT;15860
52500;52290;Les Loges;LOGES (LES);15861
52240;52291;Longchamp;LONGCHAMP-LES-MILLIERES;15862
52250;52292;Longeau-Percey;LONGEAU PERCEY;15863
52130;52294;Louvemont;LOUVEMONT;15864
52800;52295;Louvières;LOUVIERES;15865
52000;52297;Luzy-sur-Marne;LUZY SUR MARNE;15866
52500;52298;Maâtz;MAATZ;15867
52130;52300;Magneux;MAGNEUX;15868
52240;52301;Maisoncelles;MAISONCELLES;15869
52300;52302;Maizières;MAIZIERES;15870
52500;52303;Maizières-sur-Amance;MAIZIERES-SUR-AMANCE;15871
52150;52304;Malaincourt-sur-Meuse;MALAINCOURT-SUR-MEUSE;15872
52800;52305;Mandres-la-Côte;MANDRES-LA-COTE;15873
52700;52306;Manois;MANOIS;15874
52260;52307;Marac;MARAC;15875
52370;52308;Maranville;MARANVILLE;15876
52320;52310;Marbéville;MARBEVILLE;15877
52360;52311;Marcilly-en-Bassigny;MARCILLY EN BASSIGNY;15878
52200;52312;Mardor;MARDOR;15879
52700;52313;Mareilles;MAREILLES;15880
52800;52315;Marnay-sur-Marne;MARNAY-SUR-MARNE;15881
52300;52316;Mathons;MATHONS;15882
52400;52318;Melay;MELAY;15883
52240;52319;Mennouveaux;MENNOUVEAUX;15884
52240;52320;Merrey;MERREY;15885
52110;52321;Mertrud;MERTRUD;15886
52310;52322;Meures;MEURES;15887
52240;52325;Millières;MILLIERES;15888
52320;52326;Mirbel;MIRBEL;15889
52100;52327;Moëslains;MOESLAINS;15890
52400;52328;Montcharvot;MONTCHARVOT;15891
52330;52330;Montheries;MONTHERIES;15892
52220;52331;La Porte du Der;LA PORTE DU DER;15893
52140;52332;Val-de-Meuse;VAL DE MEUSE;15894
52240;52332;Val-de-Meuse;LENIZEUL;15895
52700;52335;Montot-sur-Rognon;MONTOT SUR ROGNON;15896
52130;52336;Montreuil-sur-Blaise;MONTREUIL-SUR-BLAISE;15897
52230;52337;Montreuil-sur-Thonnance;MONTREUIL-SUR-THONNANCE;15898
52110;52341;Morancourt;MORANCOURT;15899
52700;52342;Morionvilliers;MORIONVILLIERS;15900
52160;52344;Mouilleron;MOUILLERON;15901
52300;52346;Mussey-sur-Marne;MUSSEY-SUR-MARNE;15902
52170;52347;Narcy;NARCY;15903
52360;52348;Neuilly-l'Évêque;NEUILLY L EVEQUE;15904
52000;52349;Neuilly-sur-Suize;NEUILLY-SUR-SUIZE;15905
52400;52350;Neuvelle-lès-Voisey;NEUVELLE-LES-VOISEY;15906
52800;52352;Ninville;NINVILLE;15907
52800;52353;Nogent;NOGENT;15908
52600;52354;Noidant-Chatenoy;NOIDANT-CHATENOY;15909
52200;52355;Noidant-le-Rocheux;NOIDANT-LE-ROCHEUX;15910
52300;52356;Nomécourt;NOMECOURT;15911
52230;52357;Noncourt-sur-le-Rongeant;NONCOURT-SUR-LE-RONGEANT;15912
52240;52358;Noyers;NOYERS;15913
52110;52359;Nully;NULLY;15914
52190;52360;Occey;OCCEY;15915
52360;52362;Orbigny-au-Mont;ORBIGNY-AU-MONT;15916
52360;52363;Orbigny-au-Val;ORBIGNY AU VAL;15917
52250;52364;Orcevaux;ORCEVAUX;15918
52120;52365;Orges;ORGES;15919
52200;52366;Ormancey;ORMANCEY;15920
52310;52367;Ormoy-lès-Sexfontaines;ORMOY-LES-SEXFONTAINES;15921
52700;52369;Orquevaux;ORQUEVAUX;15922
52300;52370;Osne-le-Val;OSNE-LE-VAL;15923
52310;52371;Oudincourt;OUDINCOURT;15924
52150;52372;Outremécourt;OUTREMECOURT;15925
52700;52373;Ozières;OZIERES;15926
52600;52374;Le Pailly;LE PAILLY;15927
52600;52375;Palaiseul;PALAISEUL;15928
52230;52376;Pansey;PANSEY;15929
52400;52377;Parnoy-en-Bassigny;PARNOY-EN-BASSIGNY;15930
52300;52378;Paroy-sur-Saulx;PAROY-SUR-SAULX;15931
52200;52380;Peigney;PEIGNEY;15932
52200;52383;Perrancey-les-Vieux-Moulins;PERRANCEY VIEUX MOULINS;15933
52160;52384;Perrogney-les-Fontaines;PERROGNEY-LES-FONTAINES;15934
52240;52385;Perrusse;PERRUSSE;15935
52100;52386;Perthes;PERTHES;15936
52500;52388;Pierremont-sur-Amance;PIERREMONT-SUR-AMANCE;15937
52500;52390;Pisseloup;PISSELOUP;15938
52220;52391;Planrupt;PLANRUPT;15939
52360;52392;Plesnoy;PLESNOY;15940
52160;52393;Poinsenot;POINSENOT;15941
52500;52394;Poinson-lès-Fayl;POINSON LES FAYL;15942
52160;52395;Poinson-lès-Grancey;POINSON-LES-GRANCEY;15943
52800;52396;Poinson-lès-Nogent;POINSON-LES-NOGENT;15944
52360;52397;Poiseul;POISEUL;15945
52230;52398;Poissons;POISSONS;15946
52120;52399;Pont-la-Ville;PONT-LA-VILLE;15947
52400;52400;Le Châtelet-sur-Meuse;LE CHATELET-SUR-MEUSE;15948
52800;52401;Poulangy;POULANGY;15949
52160;52403;Praslay;PRASLAY;15950
52190;52405;Le Montsaugeonnais;LE MONTSAUGEONNAIS;15951
52500;52406;Pressigny;PRESSIGNY;15952
52700;52407;Prez-sous-Lafauche;PREZ-SOUS-LAFAUCHE;15953
52220;52411;Rives Dervoises;RIVES DERVOISES;15954
52130;52413;Rachecourt-Suzémont;RACHECOURT-SUZEMONT;15955
52170;52414;Rachecourt-sur-Marne;RACHECOURT-SUR-MARNE;15956
52140;52415;Rançonnières;RANCONNIERES;15957
52140;52416;Rangecourt;RANGECOURT;15958
52370;52419;Rennepont;RENNEPONT;15959
52700;52420;Reynel;REYNEL;15960
52000;52421;Riaucourt;RIAUCOURT;15961
52120;52422;Richebourg;RICHEBOURG;15962
52700;52423;Rimaucourt;RIMAUCOURT;15963
52600;52424;Rivières-le-Bois;RIVIERES-LE-BOIS;15964
52190;52425;Rivière-les-Fosses;RIVIERE LES FOSSES;15965
52330;52426;Rizaucourt-Buchey;RIZAUCOURT-BUCHEY;15966
52700;52428;Rochefort-sur-la-Côte;ROCHEFORT-SUR-LA-COTE;15967
52410;52429;Roches-sur-Marne;ROCHES-SUR-MARNE;15968
52210;52431;Rochetaillée;ROCHETAILLEE;15969
52260;52432;Rolampont;ROLAMPONT;15970
52150;52433;Romain-sur-Meuse;ROMAIN-SUR-MEUSE;15971
52320;52436;Rouécourt;ROUECOURT;15972
52160;52437;Rouelles;ROUELLES;15973
52500;52438;Rougeux;ROUGEUX;15974
52160;52439;Rouvres-sur-Aube;ROUVRES SUR AUBE;15975
52300;52440;Rouvroy-sur-Marne;ROUVROY-SUR-MARNE;15976
52300;52442;Rupt;RUPT;15977
52230;52443;Sailly;SAILLY;15978
52700;52444;Saint-Blin;SAINT-BLIN;15979
52190;52445;Saint-Broingt-le-Bois;SAINT-BROINGT-LE-BOIS;15980
52190;52446;Saint-Broingt-les-Fosses;SAINT-BROINGT-LES-FOSSES;15981
52200;52447;Saint-Ciergues;SAINT-CIERGUES;15982
52100;52448;Saint-Dizier;SAINT-DIZIER;15983
52200;52449;Saints-Geosmes;SAINTS-GEOSMES;15984
52210;52450;Saint-Loup-sur-Aujon;SAINT-LOUP-SUR-AUJON;15985
52200;52452;Saint-Martin-lès-Langres;SAINT-MARTIN-LES-LANGRES;15986
52200;52453;Saint-Maurice;SAINT-MAURICE;15987
52150;52455;Saint-Thiébault;SAINT-THIEBAULT;15988
52300;52456;Saint-Urbain-Maconcourt;SAINT-URBAIN-MACONCOURT;15989
52200;52457;Saint-Vallier-sur-Marne;SAINT-VALLIER-SUR-MARNE;15990
52800;52459;Sarcey;SARCEY;15991
52140;52461;Sarrey;SARREY;15992
52230;52463;Saudron;SAUDRON;15993
52500;52464;Saulles;SAULLES;15994
52140;52465;Saulxures;SAULXURES;15995
52500;52467;Savigny;SAVIGNY;15996
52700;52468;Semilly;SEMILLY;15997
52000;52469;Semoutiers-Montsaon;SEMOUTIERS-MONTSAON;15998
52400;52470;Serqueux;SERQUEUX;15999
52330;52472;Sexfontaines;SEXFONTAINES;16000
52700;52473;Signéville;SIGNEVILLE;16001
52120;52474;Silvarouvres;SILVAROUVRES;16002
52130;52475;Sommancourt;SOMMANCOURT;16003
52150;52476;Sommerécourt;SOMMERECOURT;16004
52220;52479;Sommevoire;SOMMEVOIRE;16005
52320;52480;Soncourt-sur-Marne;SONCOURT-SUR-MARNE;16006
52150;52482;Soulaucourt-sur-Mouzon;SOULAUCOURT-SUR-MOUZON;16007
52400;52483;Soyers;SOYERS;16008
52300;52484;Suzannecourt;SUZANNECOURT;16009
52210;52486;Ternat;TERNAT;16010
52220;52487;Thilleux;THILLEUX;16011
52800;52488;Thivet;THIVET;16012
52240;52489;Thol-lès-Millières;THOL-LES-MILLIERES;16013
52300;52490;Thonnance-lès-Joinville;THONNANCE-LES-JOINVILLE;16014
52230;52491;Thonnance-les-Moulins;THONNANCE-LES-MOULINS;16015
52600;52492;Torcenay;TORCENAY;16016
52500;52493;Tornay;TORNAY;16017
52000;52494;Treix;TREIX;16018
52110;52495;Trémilly;TREMILLY;16019
52130;52497;Troisfontaines-la-Ville;TROISFONTAINES-LA-VILLE;16020
52160;52499;Vaillant;VAILLANT;16021
52100;52500;Valcourt;VALCOURT;16022
52130;52502;Valleret;VALLERET;16023
52500;52503;Valleroy;VALLEROY;16024
52400;52504;Varennes-sur-Amance;VARENNES-SUR-AMANCE;16025
52150;52505;Vaudrecourt;VAUDRECOURT;16026
52330;52506;Vaudrémont;VAUDREMONT;16027
52200;52507;Vauxbons;VAUXBONS;16028
52130;52510;Vaux-sur-Blaise;VAUX-SUR-BLAISE;16029
52300;52511;Vaux-sur-Saint-Urbain;VAUX-SUR-SAINT-URBAIN;16030
52300;52512;Vecqueville;VECQUEVILLE;16031
52500;52513;Velles;VELLES;16032
52000;52514;Verbiesles;VERBIESLES;16033
52250;52515;Verseilles-le-Bas;VERSEILLES-LE-BAS;16034
52250;52516;Verseilles-le-Haut;VERSEILLES-LE-HAUT;16035
52700;52517;Vesaignes-sous-Lafauche;VESAIGNES-SOUS-LAFAUCHE;16036
52800;52518;Vesaignes-sur-Marne;VESAIGNES-SUR-MARNE;16037
52190;52519;Vesvres-sous-Chalancey;VESVRES-SOUS-CHALANCEY;16038
52400;52520;Vicq;VICQ;16039
52310;52522;Viéville;VIEVILLE;16040
52700;52523;Vignes-la-Côte;VIGNES LA COTE;16041
52320;52524;Vignory;VIGNORY;16042
52120;52525;Villars-en-Azois;VILLARS-EN-AZOIS;16043
52160;52526;Villars-Santenoge;VILLARS-SANTENOGE;16044
52130;52528;Ville-en-Blaisois;VILLE-EN-BLAISOIS;16045
52190;52529;Villegusien-le-Lac;VILLEGUSIEN-LE-LAC;16046
52600;52529;Villegusien-le-Lac;VILLEGUSIEN-LE-LAC;16047
52100;52534;Villiers-en-Lieu;VILLIERS-EN-LIEU;16048
52000;52535;Villiers-le-Sec;VILLIERS-LE-SEC;16049
52190;52536;Villiers-lès-Aprey;VILLIERS-LES-APREY;16050
52210;52538;Villiers-sur-Suize;VILLIERS-SUR-SUIZE;16051
52600;52539;Violot;VIOLOT;16052
52160;52540;Vitry-en-Montagne;VITRY-EN-MONTAGNE;16053
52800;52541;Vitry-lès-Nogent;VITRY-LES-NOGENT;16054
52160;52542;Vivey;VIVEY;16055
52130;52543;Voillecomte;VOILLECOMTE;16056
52400;52544;Voisey;VOISEY;16057
52200;52545;Voisines;VOISINES;16058
52500;52546;Voncourt;VONCOURT;16059
52320;52547;Vouécourt;VOUECOURT;16060
52310;52548;Vraincourt;VRAINCOURT;16061
52240;52549;Vroncourt-la-Côte;VRONCOURT-LA-COTE;16062
52130;52550;Wassy;WASSY;16063
53940;53001;Ahuillé;AHUILLE;16064
53240;53002;Alexain;ALEXAIN;16065
53300;53003;Ambrières-les-Vallées;AMBRIERES-LES-VALLEES;16066
53240;53005;Andouillé;ANDOUILLE;16067
53210;53007;Argentré;ARGENTRE;16068
53440;53008;Aron;ARON;16069
53170;53009;Arquenay;ARQUENAY;16070
53600;53010;Assé-le-Bérenger;ASSE-LE-BERENGER;16071
53230;53011;Astillé;ASTILLE;16072
53400;53012;Athée;ATHEE;16073
53700;53013;Averton;AVERTON;16074
53240;53015;La Baconnière;LA BACONNIERE;16075
53160;53016;Bais;BAIS;16076
53340;53017;Val-du-Maine;VAL-DU-MAINE;16077
53350;53018;Ballots;BALLOTS;16078
53340;53019;Bannes;BANNES;16079
53440;53021;La Bazoge-Montpinçon;LA BAZOGE MONTPINCON;16080
53170;53022;La Bazouge-de-Chemeré;LA BAZOUGE-DE-CHEMERE;16081
53470;53023;La Bazouge-des-Alleux;LA BAZOUGE DES ALLEUX;16082
53170;53025;Bazougers;BAZOUGERS;16083
53320;53026;Beaulieu-sur-Oudon;BEAULIEU SUR OUDON;16084
53290;53027;Beaumont-Pied-de-Bœuf;BEAUMONT PIED DE BOEUF;16085
53440;53028;Belgeard;BELGEARD;16086
53290;53029;Bierné-les-Villages;BIERNE-LES-VILLAGES;16087
53170;53030;Le Bignon-du-Maine;LE BIGNON-DU-MAINE;16088
53240;53031;La Bigottière;LA BIGOTTIERE;16089
53800;53033;La Boissière;BOISSIERE (LA);16090
53960;53034;Bonchamp-lès-Laval;BONCHAMP LES LAVAL;16091
53800;53035;Bouchamps-lès-Craon;BOUCHAMPS LES CRAON;16092
53290;53036;Bouère;BOUERE;16093
53290;53037;Bouessay;BOUESSAY;16094
53370;53038;Boulay-les-Ifs;BOULAY-LES-IFS;16095
53410;53039;Le Bourgneuf-la-Forêt;LE BOURGNEUF LA FORET;16096
53410;53040;Bourgon;BOURGON;16097
53350;53041;Brains-sur-les-Marches;BRAINS SUR LES MARCHES;16098
53120;53042;Brecé;BRECE;16099
53150;53043;Brée;BREE;16100
53410;53045;La Brûlatte;LA BRULATTE;16101
53170;53046;Le Buret;BURET (LE);16102
53120;53047;Carelles;CARELLES;16103
53420;53048;Chailland;CHAILLAND;16104
53470;53049;Châlons-du-Maine;CHALONS DU MAINE;16105
53640;53051;Champéon;CHAMPEON;16106
53370;53052;Champfrémont;CHAMPFREMONT;16107
53160;53053;Champgenéteux;CHAMPGENETEUX;16108
53810;53054;Changé;CHANGE;16109
53300;53055;Chantrigné;CHANTRIGNE;16110
53950;53056;La Chapelle-Anthenaise;LA CHAPELLE-ANTHENAISE;16111
53440;53057;La Chapelle-au-Riboul;LA CHAPELLE AU RIBOUL;16112
53230;53058;La Chapelle-Craonnaise;CHAPELLE-CRAONNAISE (LA);16113
53150;53059;La Chapelle-Rainsouin;LA CHAPELLE-RAINSOUIN;16114
53250;53061;Charchigné;CHARCHIGNE;16115
53200;53062;Château-Gontier-sur-Mayenne;CHATEAU-GONTIER-SUR-MAYENNE;16116
53200;53063;Châtelain;CHATELAIN;16117
53100;53064;Châtillon-sur-Colmont;CHATILLON SUR COLMONT;16118
53200;53066;Chemazé;CHEMAZE;16119
53340;53067;Chémeré-le-Roi;CHEMERE LE ROI;16120
53400;53068;Chérancé;CHERANCE;16121
53250;53069;Chevaigné-du-Maine;CHEVAIGNE DU MAINE;16122
53120;53071;Colombiers-du-Plessis;COLOMBIERS DU PLESSIS;16123
53470;53072;Commer;COMMER;16124
53800;53073;Congrier;CONGRIER;16125
53100;53074;Contest;CONTEST;16126
53230;53075;Cosmes;COSMES;16127
53340;53076;Cossé-en-Champagne;COSSE EN CHAMPAGNE;16128
53230;53077;Cossé-le-Vivien;COSSE LE VIVIEN;16129
53200;53078;Coudray;COUDRAY;16130
53300;53079;Couesmes-Vaucé;COUESMES-VAUCE;16131
53250;53080;Couptrain;COUPTRAIN;16132
53230;53082;Courbeveille;COURBEVEILLE;16133
53700;53083;Courcité;COURCITE;16134
53400;53084;Craon;CRAON;16135
53700;53085;Crennes-sur-Fraubée;CRENNES SUR FRAUBEE;16136
53380;53086;La Croixille;LA CROIXILLE;16137
53170;53087;La Cropte;LA CROPTE;16138
53540;53088;Cuillé;CUILLE;16139
53200;53089;Daon;DAON;16140
53400;53090;Denazé;DENAZE;16141
53190;53091;Désertines;DESERTINES;16142
