codePostaux;codeCommune;nomCommune;libelleAcheminement;Id
10200;10002;Ailleville;AILLEVILLE;1
10160;10003;Aix-Villemaur-Pâlis;AIX-VILLEMAUR-PALIS;2
10190;10003;Aix-Villemaur-Pâlis;AIX-VILLEMAUR-PALIS;3
10700;10004;Allibaudières;ALLIBAUDIERES;4
10140;10005;Amance;AMANCE;5
10700;10006;Arcis-sur-Aube;ARCIS SUR AUBE;6
10200;10007;Arconville;ARCONVILLE;7
10140;10008;Argançon;ARGANCON;8
10340;10009;Arrelles;ARRELLES;9
10330;10010;Arrembécourt;ARREMBECOURT;10
10200;10011;Arrentières;ARRENTIERES;11
10200;10012;Arsonval;ARSONVAL;12
10320;10013;Assenay;ASSENAY;13
10220;10014;Assencières;ASSENCIERES;14
10150;10015;Aubeterre;AUBETERRE;15
10240;10017;Aulnay;AULNAY;16
10130;10018;Auxon;AUXON;17
10220;10019;Val-d'Auzon;VAL D AUZON;18
10400;10020;Avant-lès-Marcilly;AVANT LES MARCILLY;19
10240;10021;Avant-lès-Ramerupt;AVANT LES RAMERUPT;20
10340;10022;Avirey-Lingey;AVIREY LINGEY;21
10290;10023;Avon-la-Pèze;AVON LA PEZE;22
10130;10024;Avreuil;AVREUIL;23
10340;10025;Bagneux-la-Fosse;BAGNEUX LA FOSSE;24
10330;10026;Bailly-le-Franc;BAILLY LE FRANC;25
10330;10027;Balignicourt;BALIGNICOURT;26
10210;10028;Balnot-la-Grange;BALNOT LA GRANGE;27
10110;10029;Balnot-sur-Laignes;BALNOT SUR LAIGNES;28
10600;10030;Barberey-Saint-Sulpice;BARBEREY SAINT SULPICE;29
10400;10031;Barbuise;BARBUISE;30
10200;10032;Baroville;BAROVILLE;31
10200;10033;Bar-sur-Aube;BAR SUR AUBE;32
10110;10034;Bar-sur-Seine;BAR SUR SEINE;33
10310;10035;Bayel;BAYEL;34
10190;10037;Bercenay-en-Othe;BERCENAY EN OTHE;35
10290;10038;Bercenay-le-Hayer;BERCENAY LE HAYER;36
10200;10039;Bergères;BERGERES;37
10130;10040;Bernon;BERNON;38
10110;10041;Bertignolles;BERTIGNOLLES;39
10160;10042;Bérulle;BERULLE;40
10170;10043;Bessy;BESSY;41
10500;10044;Bétignicourt;BETIGNICOURT;42
10140;10045;Beurey;BEUREY;43
10500;10046;Blaincourt-sur-Aube;BLAINCOURT SUR AUBE;44
10500;10047;Blignicourt;BLIGNICOURT;45
10200;10048;Bligny;BLIGNY;46
10800;10049;Les Bordes-Aumont;LES BORDES AUMONT;47
10140;10050;Bossancourt;BOSSANCOURT;48
10320;10051;Bouilly;BOUILLY;49
10380;10052;Boulages;BOULAGES;50
10270;10053;Bouranton;BOURANTON;51
10290;10054;Bourdenay;BOURDENAY;52
10110;10055;Bourguignons;BOURGUIGNONS;53
10220;10056;Bouy-Luxembourg;BOUY LUXEMBOURG;54
10400;10057;Bouy-sur-Orvin;BOUY SUR ORVIN;55
10340;10058;Bragelogne-Beauvoir;BRAGELOGNE-BEAUVOIR;56
10500;10059;Braux;BRAUX;57
10450;10060;Bréviandes;BREVIANDES;58
10220;10061;Brévonnes;BREVONNES;59
10140;10062;Briel-sur-Barse;BRIEL SUR BARSE;60
10500;10063;Brienne-la-Vieille;BRIENNE LA VIEILLE;61
10500;10064;Brienne-le-Château;BRIENNE LE CHATEAU;62
10240;10065;Brillecourt;BRILLECOURT;63
10190;10066;Bucey-en-Othe;BUCEY EN OTHE;64
10800;10067;Buchères;BUCHERES;65
10110;10068;Buxeuil;BUXEUIL;66
10110;10069;Buxières-sur-Arce;BUXIERES SUR ARCE;67
10110;10070;Celles-sur-Ource;CELLES SUR OURCE;68
10110;10071;Chacenay;CHACENAY;69
10500;10072;La Chaise;LA CHAISE;70
10500;10073;Chalette-sur-Voire;CHALETTE SUR VOIRE;71
10130;10074;Chamoy;CHAMOY;72
10700;10075;Champfleury;CHAMPFLEURY;73
10200;10076;Champignol-lez-Mondeville;CHAMPIGNOL LEZ MONDEVILLE;74
10700;10077;Champigny-sur-Aube;CHAMPIGNY SUR AUBE;75
10140;10078;Champ-sur-Barse;CHAMP SUR BARSE;76
10340;10079;Channes;CHANNES;77
10210;10080;Chaource;CHAOURCE;78
10600;10081;La Chapelle-Saint-Luc;LA CHAPELLE ST LUC;79
10700;10082;Chapelle-Vallon;CHAPELLE VALLON;80
10260;10083;Chappes;CHAPPES;81
10150;10084;Charmont-sous-Barbuise;CHARMONT-SOUS-BARBUISE;82
10290;10085;Charmoy;CHARMOY;83
10380;10086;Charny-le-Bachot;CHARNY LE BACHOT;84
10210;10087;Chaserey;CHASEREY;85
10510;10089;Châtres;CHATRES;86
10170;10090;Chauchigny;CHAUCHIGNY;87
10240;10091;Chaudrey;CHAUDREY;88
10110;10092;Chauffour-lès-Bailly;CHAUFFOUR LES BAILLY;89
10500;10093;Chaumesnil;CHAUMESNIL;90
10330;10094;Chavanges;CHAVANGES;91
10700;10095;Le Chêne;LE CHENE;92
10190;10096;Chennegy;CHENNEGY;93
10110;10097;Chervey;CHERVEY;94
10210;10098;Chesley;CHESLEY;95
10130;10099;Chessy-les-Prés;CHESSY LES PRES;96
10390;10100;Clérey;CLEREY;97
10240;10101;Coclois;COCLOIS;98
10200;10102;Colombé-la-Fosse;COLOMBE LA FOSSE;99
10200;10103;Colombé-le-Sec;COLOMBE LE SEC;100
10800;10104;Cormost;CORMOST;101
10500;10105;Courcelles-sur-Voire;COURCELLES SUR VOIRE;102
10400;10106;Courceroy;COURCEROY;103
10130;10107;Coursan-en-Othe;COURSAN EN OTHE;104
10130;10108;Courtaoult;COURTAOULT;105
10260;10109;Courtenot;COURTENOT;106
10270;10110;Courteranges;COURTERANGES;107
10250;10111;Courteron;COURTERON;108
10210;10112;Coussegrey;COUSSEGREY;109
10200;10113;Couvignon;COUVIGNON;110
10100;10114;Crancey;CRANCEY;111
10150;10115;Creney-près-Troyes;CRENEY PRES TROYES;112
10320;10116;Crésantignes;CRESANTIGNES;113
10500;10117;Crespy-le-Neuf;CRESPY LE NEUF;114
10130;10118;Les Croûtes;LES CROUTES;115
10360;10119;Cunfin;CUNFIN;116
10210;10120;Cussangy;CUSSANGY;117
10240;10121;Dampierre;DAMPIERRE;118
10130;10122;Davrey;DAVREY;119
10500;10123;Dienville;DIENVILLE;120
10190;10124;Dierrey-Saint-Julien;DIERREY ST JULIEN;121
10190;10125;Dierrey-Saint-Pierre;DIERREY ST PIERRE;122
10200;10126;Dolancourt;DOLANCOURT;123
10240;10127;Dommartin-le-Coq;DOMMARTIN LE COQ;124
10330;10128;Donnement;DONNEMENT;125
10220;10129;Dosches;DOSCHES;126
10700;10130;Dosnon;DOSNON;127
10170;10131;Droupt-Saint-Basle;DROUPT SAINT BASLE;128
10170;10132;Droupt-Sainte-Marie;DROUPT SAINTE MARIE;129
10130;10133;Eaux-Puiseaux;EAUX PUISEAUX;130
10350;10134;Échemines;ECHEMINES;131
10200;10135;Éclance;ECLANCE;132
10110;10136;Éguilly-sous-Bois;EGUILLY SOUS BOIS;133
10200;10137;Engente;ENGENTE;134
10500;10138;Épagne;EPAGNE;135
10500;10139;Épothémont;EPOTHEMONT;136
10130;10140;Ervy-le-Châtel;ERVY LE CHATEL;137
10360;10141;Essoyes;ESSOYES;138
10190;10142;Estissac;ESTISSAC;139
10210;10143;Étourvy;ETOURVY;140
10170;10144;Étrelles-sur-Aube;ETRELLES SUR AUBE;141
10290;10145;Faux-Villecerf;FAUX VILLECERF;142
10290;10146;Fay-lès-Marcilly;FAY LES MARCILLY;143
10320;10147;Fays-la-Chapelle;FAYS LA CHAPELLE;144
10400;10148;Ferreux-Quincey;FERREUX-QUINCEY;145
10150;10149;Feuges;FEUGES;146
10200;10150;Fontaine;FONTAINE;147
10280;10151;Fontaine-les-Grès;FONTAINE LES GRES;148
10400;10153;Fontaine-Mâcon;FONTAINE MACON;149
10400;10154;Fontenay-de-Bossery;FONTENAY-DE-BOSSERY;150
10360;10155;Fontette;FONTETTE;151
10190;10156;Fontvannes;FONTVANNES;152
10100;10157;La Fosse-Corduan;LA FOSSE CORDUAN;153
10260;10158;Fouchères;FOUCHERES;154
10110;10159;Fralignes;FRALIGNES;155
10200;10160;Fravaux;FRAVAUX;156
10200;10161;Fresnay;FRESNAY;157
10270;10162;Fresnoy-le-Château;FRESNOY LE CHATEAU;158
10200;10163;Fuligny;FULIGNY;159
10100;10164;Gélannes;GELANNES;160
10220;10165;Géraudot;GERAUDOT;161
10170;10166;Les Grandes-Chapelles;LES GRANDES CHAPELLES;162
10700;10167;Grandville;GRANDVILLE;163
10210;10168;Les Granges;LES GRANGES;164
10400;10169;Gumery;GUMERY;165
10250;10170;Gyé-sur-Seine;GYE SUR SEINE;166
10500;10171;Hampigny;HAMPIGNY;167
10700;10172;Herbisse;HERBISSE;168
10800;10173;Isle-Aumont;ISLE AUMONT;169
10240;10174;Isle-Aubigny;ISLE AUBIGNY;170
10330;10175;Jasseines;JASSEINES;171
10200;10176;Jaucourt;JAUCOURT;172
10320;10177;Javernant;JAVERNANT;173
10140;10178;Jessains;JESSAINS;174
10320;10179;Jeugny;JEUGNY;175
10330;10180;Joncreuil;JONCREUIL;176
10260;10181;Jully-sur-Sarce;JULLY SUR SARCE;177
10310;10182;Juvancourt;JUVANCOURT;178
10140;10183;Juvanzé;JUVANZE;179
10500;10184;Juzanvigny;JUZANVIGNY;180
10210;10185;Lagesse;LAGESSE;181
10120;10186;Laines-aux-Bois;LAINES AUX BOIS;182
10110;10187;Landreville;LANDREVILLE;183
10210;10188;Lantages;LANTAGES;184
10500;10189;Lassicourt;LASSICOURT;185
10270;10190;Laubressel;LAUBRESSEL;186
10150;10191;Lavau;LAVAU;187
10330;10192;Lentilles;LENTILLES;188
10500;10193;Lesmont;LESMONT;189
10200;10194;Lévigny;LEVIGNY;190
10700;10195;Lhuître;LHUITRE;191
10130;10196;Lignières;LIGNIERES;192
10200;10197;Lignol-le-Château;LIGNOL LE CHATEAU;193
10320;10198;Lirey;LIREY;194
10110;10199;Loches-sur-Ource;LOCHES SUR OURCE;195
10140;10200;La Loge-aux-Chèvres;LA LOGE AUX CHEVRES;196
10210;10201;La Loge-Pomblin;LA LOGE POMBLIN;197
10210;10202;Les Loges-Margueron;LES LOGES MARGUERON;198
10310;10203;Longchamp-sur-Aujon;LONGCHAMP SUR AUJON;199
10320;10204;Longeville-sur-Mogne;LONGEVILLE SUR MOGNE;200
10140;10205;Longpré-le-Sec;LONGPRE LE SEC;201
10240;10206;Longsols;LONGSOLS;202
10170;10207;Longueville-sur-Aube;LONGUEVILLE SUR AUBE;203
10400;10208;La Louptière-Thénard;LA LOUPTIERE THENARD;204
10270;10209;Lusigny-sur-Barse;LUSIGNY SUR BARSE;205
10150;10210;Luyères;LUYERES;206
10300;10211;Macey;MACEY;207
10320;10212;Machy;MACHY;208
10110;10213;Magnant;MAGNANT;209
10240;10214;Magnicourt;MAGNICOURT;210
10140;10215;Magny-Fouchard;MAGNY FOUCHARD;211
10230;10216;Mailly-le-Camp;MAILLY LE CAMP;212
10140;10217;Maison-des-Champs;MAISON DES CHAMPS;213
10210;10218;Maisons-lès-Chaource;MAISONS LES CHAOURCE;214
10200;10219;Maisons-lès-Soulaines;MAISONS LES SOULAINES;215
10510;10220;Maizières-la-Grande-Paroisse;MAIZIERES LA GRANDE PAROISSE;216
10500;10221;Maizières-lès-Brienne;MAIZIERES LES BRIENNE;217
10160;10222;Maraye-en-Othe;MARAYE EN OTHE;218
10290;10223;Marcilly-le-Hayer;MARCILLY LE HAYER;219
10350;10224;Marigny-le-Châtel;MARIGNY LE CHATEL;220
10400;10225;Marnay-sur-Seine;MARNAY SUR SEINE;221
10110;10226;Marolles-lès-Bailly;MAROLLES LES BAILLY;222
10130;10227;Marolles-sous-Lignières;MAROLLES SOUS LIGNIERES;223
10500;10228;Mathaux;MATHAUX;224
10320;10229;Maupas;MAUPAS;225
10600;10230;Mergey;MERGEY;226
10400;10231;Le Mériot;LE MERIOT;227
10110;10232;Merrey-sur-Arce;MERREY SUR ARCE;228
10170;10233;Méry-sur-Seine;MERY SUR SEINE;229
10170;10234;Mesgrigny;MESGRIGNY;230
10700;10235;Mesnil-la-Comtesse;MESNIL LA COMTESSE;231
10240;10236;Mesnil-Lettre;MESNIL LETTRE;232
10190;10237;Mesnil-Saint-Loup;MESNIL ST LOUP;233
10140;10238;Mesnil-Saint-Père;MESNIL ST PERE;234
10220;10239;Mesnil-Sellières;MESNIL SELLIERES;235
10190;10240;Messon;MESSON;236
10210;10241;Metz-Robert;METZ ROBERT;237
10200;10242;Meurville;MEURVILLE;238
10500;10243;Molins-sur-Aube;MOLINS SUR AUBE;239
10270;10245;Montaulin;MONTAULIN;240
10260;10246;Montceaux-lès-Vaudes;MONTCEAUX LES VAUDES;241
10130;10247;Montfey;MONTFEY;242
10300;10248;Montgueux;MONTGUEUX;243
10270;10249;Montiéramey;MONTIERAMEY;244
10200;10250;Montier-en-l'Isle;MONTIER EN L ISLE;245
10130;10251;Montigny-les-Monts;MONTIGNY LES MONTS;246
10140;10252;Montmartin-le-Haut;MONTMARTIN LE HAUT;247
10330;10253;Montmorency-Beaufort;MONTMORENCY BEAUFORT;248
10400;10254;Montpothier;MONTPOTHIER;249
10270;10255;Montreuil-sur-Barse;MONTREUIL SUR BARSE;250
10150;10256;Montsuzain;MONTSUZAIN;251
10240;10257;Morembert;MOREMBERT;252
10500;10258;Morvilliers;MORVILLIERS;253
10400;10259;La Motte-Tilly;LA MOTTE TILLY;254
10800;10260;Moussey;MOUSSEY;255
10250;10261;Mussy-sur-Seine;MUSSY SUR SEINE;256
10250;10262;Neuville-sur-Seine;NEUVILLE SUR SEINE;257
10190;10263;Neuville-sur-Vanne;NEUVILLE SUR VANNE;258
10360;10264;Noé-les-Mallets;NOE LES MALLETS;259
10420;10265;Les Noës-près-Troyes;LES NOES PRES TROYES;260
10160;10266;Nogent-en-Othe;NOGENT EN OTHE;261
10240;10267;Nogent-sur-Aube;NOGENT SUR AUBE;262
10400;10268;Nogent-sur-Seine;NOGENT SUR SEINE;263
10700;10269;Nozay;NOZAY;264
10220;10270;Onjon;ONJON;265
10510;10271;Origny-le-Sec;ORIGNY LE SEC;266
10700;10272;Ormes;ORMES;267
10700;10273;Ortillon;ORTILLON;268
10170;10274;Orvilliers-Saint-Julien;ORVILLIERS SAINT JULIEN;269
10100;10275;Ossey-les-Trois-Maisons;OSSEY LES TROIS MAISONS;270
10160;10276;Paisy-Cosdon;PAISY COSDON;271
10210;10278;Pargues;PARGUES;272
10330;10279;Pars-lès-Chavanges;PARS LES CHAVANGES;273
10100;10280;Pars-lès-Romilly;PARS LES ROMILLY;274
10350;10281;Le Pavillon-Sainte-Julie;LE PAVILLON STE JULIE;275
10600;10282;Payns;PAYNS;276
10500;10283;Pel-et-Der;PEL ET DER;277
10400;10284;Périgny-la-Rose;PERIGNY LA ROSE;278
10500;10285;Perthes-lès-Brienne;PERTHES LES BRIENNE;279
10500;10286;Petit-Mesnil;PETIT MESNIL;280
10220;10287;Piney;PINEY;281
10250;10288;Plaines-Saint-Lange;PLAINES SAINT LANGE;282
10380;10289;Plancy-l'Abbaye;PLANCY L ABBAYE;283
10160;10290;Planty;PLANTY;284
10400;10291;Plessis-Barbuise;PLESSIS-BARBUISE;285
10700;10293;Poivres;POIVRES;286
10110;10294;Poligny;POLIGNY;287
10110;10295;Polisot;POLISOT;288
10110;10296;Polisy;POLISY;289
10150;10297;Pont-Sainte-Marie;PONT SAINTE MARIE;290
10400;10298;Pont-sur-Seine;PONT SUR SEINE;291
10700;10299;Pouan-les-Vallées;POUAN LES VALLEES;292
10240;10300;Pougy;POUGY;293
10290;10301;Pouy-sur-Vannes;POUY SUR VANNES;294
10210;10302;Praslin;PRASLIN;295
10500;10303;Précy-Notre-Dame;PRECY NOTRE DAME;296
10500;10304;Précy-Saint-Martin;PRECY SAINT MARTIN;297
10170;10305;Prémierfait;PREMIERFAIT;298
10200;10306;Proverville;PROVERVILLE;299
10190;10307;Prugny;PRUGNY;300
10350;10308;Prunay-Belleville;PRUNAY BELLEVILLE;301
10210;10309;Prusy;PRUSY;302
10140;10310;Puits-et-Nuisement;PUITS ET NUISEMENT;303
10130;10312;Racines;RACINES;304
10500;10313;Radonvilliers;RADONVILLIERS;305
10240;10314;Ramerupt;RAMERUPT;306
10500;10315;Rances;RANCES;307
10170;10316;Rhèges;RHEGES;308
10340;10317;Les Riceys;LES RICEYS;309
10290;10318;Rigny-la-Nonneuse;RIGNY LA NONNEUSE;310
10160;10319;Rigny-le-Ferron;RIGNY LE FERRON;311
10280;10320;Rilly-Sainte-Syre;RILLY SAINTE SYRE;312
10440;10321;La Rivière-de-Corps;LA RIVIERE DE CORPS;313
10100;10323;Romilly-sur-Seine;ROMILLY SUR SEINE;314
10320;10324;Roncenay;RONCENAY;315
10430;10325;Rosières-près-Troyes;ROSIERES PRES TROYES;316
10500;10326;Rosnay-l'Hôpital;ROSNAY L HOPITAL;317
10500;10327;La Rothière;LA ROTHIERE;318
10220;10328;Rouilly-Sacey;ROUILLY SACEY;319
10800;10329;Rouilly-Saint-Loup;ROUILLY SAINT LOUP;320
10200;10330;Rouvres-les-Vignes;ROUVRES LES VIGNES;321
10260;10331;Rumilly-lès-Vaudes;RUMILLY LES VAUDES;322
10410;10332;Ruvigny;RUVIGNY;323
10120;10333;Saint-André-les-Vergers;SAINT ANDRE LES VERGERS;324
10400;10334;Saint-Aubin;SAINT AUBIN;325
10160;10335;Saint-Benoist-sur-Vanne;SAINT BENOIST SUR VANNE;326
10180;10336;Saint-Benoît-sur-Seine;SAINT BENOIT SUR SEINE;327
10500;10337;Saint-Christophe-Dodinicourt;SAINT CHRISTOPHE DODINICOURT;328
10700;10338;Saint-Étienne-sous-Barbuise;SAINT ETIENNE SOUS BARBUISE;329
10350;10339;Saint-Flavy;SAINT FLAVY;330
10120;10340;Saint-Germain;SAINT GERMAIN;331
10100;10341;Saint-Hilaire-sous-Romilly;SAINT HILAIRE SOUS ROMILLY;332
10320;10342;Saint-Jean-de-Bonneval;SAINT JEAN DE BONNEVAL;333
10800;10343;Saint-Julien-les-Villas;SAINT JULIEN LES VILLAS;334
10800;10344;Saint-Léger-près-Troyes;SAINT LEGER PRES TROYES;335
10500;10345;Saint-Léger-sous-Brienne;SAINT LEGER SOUS BRIENNE;336
10330;10346;Saint-Léger-sous-Margerie;SAINT LEGER SOUS MARGERIE;337
10100;10347;Saint-Loup-de-Buffigny;SAINT LOUP DE BUFFIGNY;338
10350;10348;Saint-Lupien;SAINT LUPIEN;339
10180;10349;Saint-Lyé;SAINT LYE;340
10160;10350;Saint-Mards-en-Othe;SAINT MARDS EN OTHE;341
10100;10351;Saint-Martin-de-Bossenay;SAINT MARTIN DE BOSSENAY;342
10150;10352;Sainte-Maure;SAINTE MAURE;343
10280;10353;Saint-Mesmin;SAINT MESMIN;344
10700;10354;Saint-Nabord-sur-Aube;SAINT NABORD SUR AUBE;345
10400;10355;Saint-Nicolas-la-Chapelle;SAINT NICOLAS LA CHAPELLE;346
10170;10356;Saint-Oulph;SAINT OULPH;347
10410;10357;Saint-Parres-aux-Tertres;SAINT PARRES AUX TERTRES;348
10260;10358;Saint-Parres-lès-Vaudes;SAINT PARRES LES VAUDES;349
10130;10359;Saint-Phal;SAINT PHAL;350
10120;10360;Saint-Pouange;SAINT POUANGE;351
10700;10361;Saint-Remy-sous-Barbuise;SAINT REMY SOUS BARBUISE;352
10300;10362;Sainte-Savine;SAINTE SAVINE;353
10800;10363;Saint-Thibault;SAINT THIBAULT;354
10360;10364;Saint-Usage;SAINT USAGE;355
10700;10365;Salon;SALON;356
10200;10366;Saulcy;SAULCY;357
10400;10367;La Saulsotte;LA SAULSOTTE;358
10600;10368;Savières;SAVIERES;359
10700;10369;Semoine;SEMOINE;360
10400;10370;Soligny-les-Étangs;SOLIGNY LES ETANGS;361
10320;10371;Sommeval;SOMMEVAL;362
10200;10372;Soulaines-Dhuys;SOULAINES DHUYS;363
10320;10373;Souligny;SOULIGNY;364
10200;10374;Spoy;SPOY;365
10410;10375;Thennelières;THENNELIERES;366
10140;10376;Thieffrain;THIEFFRAIN;367
10200;10377;Thil;THIL;368
10200;10378;Thors;THORS;369
10700;10379;Torcy-le-Grand;TORCY LE GRAND;370
10700;10380;Torcy-le-Petit;TORCY LE PETIT;371
10440;10381;Torvilliers;TORVILLIERS;372
10400;10382;Traînel;TRAINEL;373
10290;10383;Trancault;TRANCAULT;374
10140;10384;Trannes;TRANNES;375
10700;10386;Trouans;TROUANS;376
10000;10387;Troyes;TROYES;377
10210;10388;Turgy;TURGY;378
10140;10389;Unienville;UNIENVILLE;379
10200;10390;Urville;URVILLE;380
10150;10391;Vailly;VAILLY;381
10170;10392;Vallant-Saint-Georges;VALLANT SAINT GEORGES;382
10500;10393;Vallentigny;VALLENTIGNY;383
10210;10394;Vallières;VALLIERES;384
10210;10395;Vanlay;VANLAY;385
10190;10396;Vauchassis;VAUCHASSIS;386
10140;10397;Vauchonvilliers;VAUCHONVILLIERS;387
10240;10398;Vaucogne;VAUCOGNE;388
10260;10399;Vaudes;VAUDES;389
10700;10400;Vaupoisson;VAUPOISSON;390
10140;10401;Vendeuvre-sur-Barse;VENDEUVRE SUR BARSE;391
10800;10402;La Vendue-Mignot;LA VENDUE MIGNOT;392
10200;10403;Vernonvilliers;VERNONVILLIERS;393
10360;10404;Verpillières-sur-Ource;VERPILLIERES SUR OURCE;394
10240;10405;Verricourt;VERRICOURT;395
10390;10406;Verrières;VERRIERES;396
10380;10408;Viâpres-le-Petit;VIAPRES LE PETIT;397
10600;10409;Villacerf;VILLACERF;398
10290;10410;Villadin;VILLADIN;399
10500;10411;La Ville-aux-Bois;VILLE AUX BOIS;400
10410;10412;Villechétif;VILLECHETIF;401
10350;10414;Villeloup;VILLELOUP;402
10800;10416;Villemereuil;VILLEMEREUIL;403
10160;10417;Villemoiron-en-Othe;VILLEMOIRON EN OTHE;404
10110;10418;Villemorien;VILLEMORIEN;405
10260;10419;Villemoyenne;VILLEMOYENNE;406
10370;10420;Villenauxe-la-Grande;VILLENAUXE LA GRANDE;407
10400;10421;La Villeneuve-au-Châtelot;LA VILLENEUVE AU CHATELOT;408
10130;10422;Villeneuve-au-Chemin;VILLENEUVE AU CHEMIN;409
10140;10423;La Villeneuve-au-Chêne;LA VILLENEUVE AU CHENE;410
10330;10424;Villeret;VILLERET;411
10320;10425;Villery;VILLERY;412
10310;10426;Ville-sous-la-Ferté;VILLE SOUS LAFERTE;413
10110;10427;Ville-sur-Arce;VILLE SUR ARCE;414
10200;10428;Ville-sur-Terre;VILLE SUR TERRE;415
10700;10429;Villette-sur-Aube;VILLETTE SUR AUBE;416
10700;10430;Villiers-Herbisse;VILLIERS HERBISSE;417
10210;10431;Villiers-le-Bois;VILLIERS LE BOIS;418
10210;10432;Villiers-sous-Praslin;VILLIERS SOUS PRASLIN;419
10140;10433;Villy-en-Trodes;VILLY EN TRODES;420
10800;10434;Villy-le-Bois;VILLY LE BOIS;421
10800;10435;Villy-le-Maréchal;VILLY LE MARECHAL;422
10700;10436;Vinets;VINETS;423
10260;10437;Virey-sous-Bar;VIREY SOUS BAR;424
10110;10438;Vitry-le-Croisé;VITRY LE CROISE;425
10110;10439;Viviers-sur-Artaut;VIVIERS SUR ARTAUT;426
10200;10440;Voigny;VOIGNY;427
10130;10441;Vosnon;VOSNON;428
10150;10442;Voué;VOUE;429
10210;10443;Vougrey;VOUGREY;430
10160;10444;Vulaines;VULAINES;431
10500;10445;Yèvres-le-Petit;YEVRES LE PETIT;432
11800;11001;Aigues-Vives;AIGUES VIVES;433
11320;11002;Airoux;AIROUX;434
11300;11003;Ajac;AJAC;435
11240;11004;Alaigne;ALAIGNE;436
11290;11005;Alairac;ALAIRAC;437
11360;11006;Albas;ALBAS;438
11330;11007;Albières;ALBIERES;439
11580;11008;Alet-les-Bains;ALET LES BAINS;440
11170;11009;Alzonne;ALZONNE;441
11190;11010;Antugnac;ANTUGNAC;442
11600;11011;Aragon;ARAGON;443
11120;11012;Argeliers;ARGELIERS;444
11200;11013;Argens-Minervois;ARGENS-MINERVOIS;445
11110;11014;Armissan;ARMISSAN;446
11190;11015;Arques;ARQUES;447
11220;11016;Arquettes-en-Val;ARQUETTES EN VAL;448
11140;11017;Artigues;ARTIGUES;449
11290;11018;Arzens;ARZENS;450
11140;11019;Aunat;AUNAT;451
11330;11020;Auriac;AURIAC;452
11140;11021;Axat;AXAT;453
11700;11022;Azille;AZILLE;454
11800;11023;Badens;BADENS;455
11100;11024;Bages;BAGES;456
11600;11025;Bagnoles;BAGNOLES;457
11410;11026;Baraigne;BARAIGNE;458
11800;11027;Barbaira;BARBAIRA;459
11340;11028;Belcaire;BELCAIRE;460
11580;11029;Belcastel-et-Buc;BELCASTEL ET BUC;461
11410;11030;Belflou;BELFLOU;462
11140;11031;Belfort-sur-Rebenty;BELFORT SUR REBENTY;463
11240;11032;Bellegarde-du-Razès;BELLEGARDE DU RAZES;464
11420;11033;Belpech;BELPECH;465
11240;11034;Belvèze-du-Razès;BELVEZE DU RAZES;466
11500;11035;Belvianes-et-Cavirac;BELVIANES ET CAVIRAC;467
11340;11036;Belvis;BELVIS;468
11000;11037;Berriac;BERRIAC;469
11140;11038;Bessède-de-Sault;BESSEDE DE SAULT;470
11300;11039;La Bezole;LA BEZOLE;471
11200;11040;Bizanet;BIZANET;472
11120;11041;Bize-Minervois;BIZE-MINERVOIS;473
11700;11042;Blomac;BLOMAC;474
11800;11043;Bouilhonnac;BOUILHONNAC;475
11330;11044;Bouisse;BOUISSE;476
11300;11045;Bouriège;BOURIEGE;477
11300;11046;Bourigeole;BOURIGEOLE;478
11140;11047;Le Bousquet;LE BOUSQUET;479
11200;11048;Boutenac;BOUTENAC;480
11150;11049;Bram;BRAM;481
11270;11051;Brézilhac;BREZILHAC;482
11390;11052;Brousses-et-Villaret;BROUSSES ET VILLARET;483
11300;11053;Brugairolles;BRUGAIROLLES;484
11400;11054;Les Brunels;LES BRUNELS;485
11190;11055;Bugarach;BUGARACH;486
11160;11056;Cabrespine;CABRESPINE;487
11420;11057;Cahuzac;CAHUZAC;488
11240;11058;Cailhau;CAILHAU;489
11240;11059;Cailhavel;CAILHAVEL;490
11140;11060;Cailla;CAILLA;491
11240;11061;Cambieure;CAMBIEURE;492
11140;11062;Campagna-de-Sault;CAMPAGNA DE SAULT;493
11260;11063;Campagne-sur-Aude;CAMPAGNE SUR AUDE;494
11200;11064;Camplong-d'Aude;CAMPLONG D AUDE;495
11190;11065;Camps-sur-l'Agly;CAMPS SUR AGLY;496
11340;11066;Camurac;CAMURAC;497
11200;11067;Canet;CANET D AUDE;498
11700;11068;Capendu;CAPENDU;499
11000;11069;Carcassonne;CARCASSONNE;500
11170;11070;Carlipa;CARLIPA;501
11360;11071;Cascastel-des-Corbières;CASCASTEL DES CORBIERES;502
11270;11072;La Cassaigne;LA CASSAIGNE;503
11190;11073;Cassaignes;CASSAIGNES;504
11320;11074;Les Cassés;LES CASSES;505
11160;11075;Castans;CASTANS;506
11400;11076;Castelnaudary;CASTELNAUDARY;507
11700;11077;Castelnau-d'Aude;CASTELNAU D AUDE;508
11300;11078;Castelreng;CASTELRENG;509
11390;11079;Caudebronde;CAUDEBRONDE;510
11230;11080;Val de Lambronne;VAL DE LAMBRONNE;511
11160;11081;Caunes-Minervois;CAUNES MINERVOIS;512
11250;11082;Caunette-sur-Lauquet;CAUNETTE SUR LAUQUET;513
11220;11083;Caunettes-en-Val;CAUNETTES EN VAL;514
11170;11084;Caux-et-Sauzens;CAUX ET SAUZENS;515
11570;11085;Cavanac;CAVANAC;516
11510;11086;Caves;CAVES;517
